id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
333,back,,costas,A1,,,,She put her back against the wall to catch her breath.,Ela colocou seu rosto contra a parede para respirar fundo.,
334,background,,"""fundo",parte mais distante,,,,"When she finished decorating her room, Emma stepped back to admire the artwork and its bright colors against the background of the old wall.","Quando terminou de decorar sua sala, Emma se afastou para admirar a arte e os cores vibrantes à luz do fundo da parede velha.",
335,backup,,"""reserva",sobressalente,,,,"When working on her computer, she made a backup of all her important files before updating the software.","Quando trabalhava no computador, fez um backup de todos os seus arquivos importantes antes de atualizar o software.",
336,backward,,para trÃ¡s,A1,,,,"When walking, I look backward to see who is following me.","Quando estou caminhando, olho para trás para ver quem está me seguindo.",
338,bacterium,,bactÃ©ria,A1,noun,,,"mas sem nÃºcleo ou organelas.""",Sem núcleo ou orgãos.,
340,badge,,crachÃ¡,A1,,,,She wore a badge on her jacket to show she had completed a charity marathon.,Ela usou uma etiqueta no seu casaco para mostrar que havia completado uma maratona de doação.,
343,baggage,,bagagem,A1,noun,,,The airline staff asked her to check her baggage before boarding the plane.,O pessoal da companhia pediu que ela verificasse sua bagagem antes de embarcar.,
347,bake,,cozer ao forno,A1,noun,,,We will bake a cake on Saturday morning.,Vamos fazer um bolo na manhã de sábado.,
349,bakery,,padaria,A1,noun,,,"como bolos) Ã© assado e/ou vendido.""",O alimento é assado e/ou vendido como bolos.,
350,balance,,"""equilÃ­brio",harmonia,,,,She tried to balance her budget with her spending habits every month.,Ela tentava equilibrar seu orçamento com suas habitudes de gasto todos os meses.,
352,ballet,,balÃ©,A1,noun,,,The ballerina took a break to rest her feet after a long performance of ballet.,A ballerina fez uma pausa para descansar os pés depois de um longo espetáculo de ballet.,
354,ballot,,"""cÃ©dula",chapa eleitoral,,,,The voter carefully examined her ballot before casting it into the box.,A votação cuidadosamente examinou sua urna antes de colocá-la no caixa.,
355,banal,,"""banal","trivial""",A1,,,to the point of being predictable,Até um ponto em que fica previsível.,
356,banana,,banana,A1,noun,,,"tem uma polpa cremosa e uma casca lisa.""",Tem polpa macia e casca lisa.,
357,band,,banda,A1,,,,I love listening to my favorite rock band while driving.,Gosto de ouvir minha banda favorita enquanto estou dirigindo.,
358,bangs,,franja [cabelo],A1,noun,,,She cut her hair to update her bangs.,Ela cortou seu cabelo para atualizar seu corte de meias-cabeças.,
359,banister,,corrimÃ£o,A1,noun,,,My grandmother helped me learn to walk by holding onto the banister in her old house.,Minha avó me ajudou a aprender a andar segurando-se do banquinho na sua casa velha.,
360,bank,,"""banco","estabelecimento bancÃ¡rio""",A1,,,Uma instituiÃ§Ã£o onde se pode depositar e emprestar dinheiro e cuidar de assuntos financeiros.,Instituição financeira.,
363,barber,,barbeiro,A1,noun,,,I went to the barber to get my hair cut.,Vesti-me e fui ao barbeiro para me fazer cortar o cabelo.,
364,bare,,despido,A1,,,,She wore bare feet to the beach.,Ela foi ao mar descalça.,
365,bargain,,pechincha,A1,noun,,,She is happy to make a bargain at the market to buy some new clothes.,Ela está feliz em fazer um negócio no mercado para comprar algumas roupas novas.,
368,base,,"""base","suporte""",A1,,,She put her skates on a low base to prevent them from falling over.,Ela pôs seus skates em uma base baixa para evitar que eles caíssem.,
371,bashful,,"""tÃ­mido","envergonhado""",A1,,,The shy girl was described as bashful by her classmates after she hesitated to join in on a game during recess.,A garota tímida foi descrita como timida por seus colegas de classe depois que ela hesitou se juntar ao jogo durante a pausa do lanche.,
374,basin,,pia,A1,,,,She filled the basin with water to wash her hands.,Ela encheu a bacia de água para lavar as mãos.,
375,basis,,base [fundamento],A1,noun,,,She uses a strong basis to build her house foundations.,Ela usa uma base forte para construir suas fundações de casa.,
377,bat,,morcego,A1,,,,I saw a bat flying around my house at night.,Eu vi uma morcego voando ao redor da minha casa à noite.,
378,bath,,banho,A1,noun,,,I take a bath every Sunday morning.,Eu banho-me todos os domingos à manhã.,
383,bay,,baÃ­a,A1,noun,,,I went to the beach at the bay and played on the sand.,Eu fui à praia na baía e brinquedei no areia.,
384,be,,"""ser","estar""",A1,,,My mom will be at the school meeting today.,Minha mãe estará na reunião da escola hoje.,
387,bead,,conta de colar,A1,,,,She thread a small bead onto the necklace.,Ela coloca uma pequena pérola no colar.,
388,beak,,bico [de ave],A1,noun,,,The little bird's sharp beak helped it pick up tasty bugs from the ground.,O pequeno bico do pássaro ajudou-o a pegar os insetos doces da terra.,
389,beam,,feixe luminoso,A1,,,,She had to hold back her hair with a beam while she was being photographed.,Ela precisava segurar seu cabelo com um beamedor enquanto era fotografada.,
390,bean,,feijÃ£o,A1,,,,She added a can of kidney bean to her favorite chili recipe.,Ela adicionou uma lata de feijão cinzento à sua receita de chili favorita.,
391,bear,,urso,A1,,,,She carefully picked up her little bear from its toy box.,Ela pegou cuidadosamente seu pequeno urso de sua caixa de brinquedos.,
393,beast,,"""besta",fera,,,,"She carefully walked around the large, unfamiliar beast that was blocking her path at the zoo.",Ela caminhou cuidadosamente ao redor do grande e estranho animal que estava bloqueando seu caminho no zoológico.,
394,beat,,bater [tambÃ©m passado e particÃ­pio passado],A1,noun,,,She will beat the time if she practices her drumming every day.,Ela ganhará o tempo se praticar todos os dias.,
395,beautiful,,bonito,A1,noun,,,My daughter is a beautiful girl.,Minha filha é uma menina linda.,
396,beauty,,beleza,A1,noun,,,fine or good-looking,Bonito ou bonita,
397,became,,passado de become,A1,verb,,,Chegar.,Chegar ao destino.,
398,because,,porque,A1,conjunction,,,I forgot my umbrella at home because it was raining outside.,Esqueci meu chapéu em casa porque estava chovendo lá fora.,
406,beetle,,besouro,A1,,,,The ladybug is a type of beetle that I found in my garden.,A borboleta é um tipo de escarabate que encontrei no meu jardim.,
407,before,,antes de,A1,preposition,,,I have a haircut appointment before I go to school.,Terei uma entrevista de corte de cabelo antes de ir à escola.,
408,beg,,"""pedir","suplicar""",A1,,,She had to beg her parents for some money to buy a new book.,Ela teve que pedir dinheiro aos seus pais para comprar um novo livro.,
410,beggar,,"""mendigo","pedinte""",A1,,,Uma pessoa que pede.,Pessoa que pede algo.,
411,begin,,comeÃ§ar,A1,verb,,,My journey is about to begin tomorrow.,Amanhã será o início do meu caminho.,
413,behalf,,"""interesse",favor,"benefÃ­cio""",,,The teacher helped her student by going on their behalf to buy them a new book.,"""""Behalf"""" significa agir ou falar por outra pessoa ou em nome dela.",
418,belief,,crenÃ§a,A1,noun,,,She has a strong belief that eating healthy food is good for her body.,Ela acredita que comer alimentos saudáveis é bom para o seu corpo.,
421,belong,,pertencer,A1,verb,,,"This is my home, and I belong here.","Este é meu lar, e eu pertenez aqui.",
422,beloved,,"""bem-amado","querido""",A1,,,Para agradar.,,
423,below,,"""embaixo de","abaixo""",A1,,,Em um lugar mais baixo.,Em um local inferior.,
426,bend,,"""dobrar","curvar""",A1,,,Uma curva.,Curva curva.,
427,beneath,,debaixo de,A1,adverb,,,She puts her book beneath the table to keep it from getting wet.,Ela põe seu livro debaixo da mesa para que não fique molhado.,
428,benefit,,"""ajuda",benefÃ­cio,,,,The company is offering a benefit package to new employees that includes health insurance and paid time off.,"A empresa oferece um pacote de benefícios para os novos funcionários, que inclui seguro saúde e tempo remunerado.",
431,beside,,ao lado de,A1,adverb,,,The children played happily beside their bicycles outside.,Os crianças brincavam felizmente ao lado das suas bicicletas fora.,
432,besides,,alÃ©m de,A1,adverb,,,I have a big garden besides my house.,Tenho uma grande jardim ao lado da minha casa.,
434,bestow,,"""conceder","doar""",A1,,,The old king wanted to bestow his royal title on his grandson as a symbol of favor.,O velho rei queria conceder seu título real ao neto como um símbolo de favor.,
435,bet,,apostar,A1,,,,She placed a bet on her favorite team to win the football game.,Ela apostou no time favorito dela para ganhar o jogo de futebol.,
436,better,,melhor [melhor que],A1,adverb,,,deemed superior to another,Considerado melhor do que outro.,
438,beverage,,bebida de qualquer espÃ©cie,A1,noun,,,She bought a fresh juice as her beverage before heading to school.,Ela comprou um suco fresco como bebida antes de ir à escola.,
440,beyond,,alÃ©m de,A1,noun,,,She went beyond her limits and finished the difficult project.,Ela ultrapassou seus limites e concluiu o projeto difícil.,
442,bid,,bicicleta,A1,verb,,,She will bid her friend hello when she sees her bike at the garage.,Ela dirá olá ao seu amigo quando vê a bicicleta dele no garagem.,
443,big,,grande,A1,noun,,,She has a big dog that wags its tail excitedly when she comes home.,Ela tem um grande cão que pega a cola e faz barulho quando ela vêm de volta.,
446,bill,,"""conta",A1,,,,The electric company sent me a bill for my last month's energy consumption.,A companhia elétrica enviou-me uma conta pelo consumo de energia no último mês.,
447,billboard,,propaganda,A1,noun,,,She took a picture of the colorful billboard in her neighborhood to show her friends on social media.,Ela tirou uma foto do billboard colorido na sua rua para mostrar aos seus amigos nas redes sociais.,
450,biology,,biologia,A1,noun,,,The biologist studied the plants in her garden to learn more about biology.,A bióloga estudou as plantas do seu jardim para aprender mais sobre biologia.,
452,birth,,nascimento,A1,noun,,,My friend had a very difficult birth at home without any medical help.,Minha amiga teve um parto muito difícil em casa sem ajuda médica.,
453,birthday,,aniversÃ¡rio de nascimento,A1,noun,,,My daughter's birthday is next Saturday and I need to buy her a new dress.,Minha filha tem aniversário amanhã e preciso comprar uma nova vestido para ela.,
456,bit,,pequeno pedaÃ§o,A1,,,,The dog bit my hand while playing outside.,O cão mordeu minha mão enquanto brincava fora.,
457,bite,,morder,A1,noun,,,The dog took a big bite of my sandwich.,O cão pegou uma grande mordida do meu sanduíche.,
458,bitten,,particÃ­pio passado de bite,A1,verb,,,My dog has bitten me on the arm yesterday.,Ontem meu cão me mordeu no braço.,
462,blackmail,,"""extorsÃ£o",chantagem,,,,"The politician was accused of accepting money from a wealthy donor in exchange for support on key legislation, and faced allegations of blackmail.",O político foi acusado de aceitar dinheiro de um doador rico em troca de apoio a legislação chave e enfrentou acusações de chantagem.,
463,blackout,,"""apagÃ£o","corte total de luz""",A1,,,Uma perda temporÃ¡ria de consciÃªncia.,Perda temporária de consciência.,
